ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,68283275AA,PAD KIT Disc Brake,,,,,,68283275AB,[BRM],available,1320,871.2,/parts/mopar-pad-disc-brake~68283275aa.html
1,5093291AB,PAD KIT Disc Brake,,,,,,,"[BRF] OR [BR4], [XS9][BRF] OR [BR4], [XSP][BRF] OR [BR4], [XTU]...View More",available,301,239.73,/parts/mopar-pad-disc-brake~5093291ab.html
3,5093295AA,PISTON KIT DISC BRAKE,,,,,,,"[BR1], Contains: 2-40mm Pistons, with Seals[BRF] Or [BR4], With [XS9], Contains: 2-40mm Pistons, with Seals[BRF] Or [BR4], With [XSP], Contains: 2-40mm Pistons, with Seals[BRF] Or [BR4], With [XTU], Contains: 2-40mm Pistons, with Seals...View More",available,79,64.41,/parts/mopar-piston-disc-brake~5093295aa.html
4,5093296AA,BOOT AND SEAL KIT Disc Brake,,,,,,,,available,28.15,22.66,/parts/mopar-seal-disc-brake~5093296aa.html
5,5136153AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,"Left [BRF] OR [BR4], [XSP]",discontinued,,,/parts/mopar-caliper-disc-brake~5136153aa.html
5,68192058AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,"Right [BRF] OR [BR4], [XS9]",available,753,487.72,/parts/mopar-caliper-disc-brake~68192058aa.html
5,68192059AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,"Left [BRF] OR [BR4], [XS9]",available,616,500.92,/parts/mopar-caliper-disc-brake~68192059aa.html
5,68237078AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,Right [BR1],available,675,444.82,/parts/mopar-caliper-disc-brake~68237078aa.html
5,68237079AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,Left [BR1],available,658,433.82,/parts/mopar-caliper-disc-brake~68237079aa.html
5,68237340AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,"Right [BRF] OR [BR4], [XTU]",available,833,547.12,/parts/mopar-caliper-disc-brake~68237340aa.html
5,68237341AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,"Left [BRF] OR [BR4], [XTU]",available,883,581.22,/parts/mopar-caliper-disc-brake~68237341aa.html
5,68270298AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,Right [BRM],available,1575,1031.12,/parts/mopar-caliper-disc-brake~68270298aa.html
5,68270299AA,CALIPER ASSEMBLY Disc Brake Front,,,,,,,Left [BRM],available,1575,1031.12,/parts/mopar-caliper-disc-brake~68270299aa.html
6,6507587AA,SCREW Cap,,,,2,1,,,discontinued,,,/parts/mopar-screw-cap~6507587aa.html
7,68203104AA,BLEEDER SCREW Brake,,,,,,,[BRM],available,21.4,14.8,/parts/mopar-screw-brake~68203104aa.html
8,5093302AA,PIN KIT Disc Brake,,,,,,,"[BR1][BRF] Or [BR4], With [XS9][BRF] Or [BR4], With [XSP][BRF] Or [BR4], With [XTU]...View More",available,30.25,23.88,/parts/mopar-pin-disc-brake~5093302aa.html
9,5093303AA,CLIP Brake Caliper,,,,,,,,available,18.45,13.86,/parts/mopar-retainer-brake-caliper~5093303aa.html
10,5181463AC,ROTOR Brake,,,,,,,Left [BR4],discontinued,,,/parts/mopar-rotor-brake~5181463ac.html
10,5181464AC,ROTOR Brake,,,,,,,Right [BR4],available,1145,752.4,/parts/mopar-rotor-brake~5181464ac.html
10,68225243AA,ROTOR Brake,,,,,,,Left [BR1],available,2010,1314.5,/parts/mopar-rotor-brake~68225243aa.html
10,68225244AA,ROTOR Brake,,,,,,,Right [BR1],available,2080,1358.5,/parts/mopar-rotor-brake~68225244aa.html
10,68252788AA,ROTOR Brake,,,,2,1,,Right And Left [BRM],available,5785,3800.5,/parts/mopar-rotor-brake~68252788aa.html
11,4763182AB,BEARING,,,,,,,,discontinued,,,/parts/mopar-bearing~4763182ab.html
12,6033702,STUD Hub,,,,6,1,,,discontinued,,,/parts/mopar-stud-hub~6033702.html
13,5290695AA,SEAL,,,,,,,,available,20.7,16.43,/parts/mopar-seal~5290695aa.html
14,4848166,GASKET Front Wheel Bearing,,,,,,,,discontinued,,,/parts/mopar-gasket-front-wheel-bearing~4848166.html
15,68272306AA,KNUCKLE Front,Right,,,,,,,unavailable,1735,1163.9,/parts/mopar-knuckle-front~68272306aa.html
16,6502136,BOLT Hex Flange Head M10x1.50x55,,,,4,1,,,available,14.25,9.96,/parts/mopar-bolt-hex-flange-head~6502136.html
17,4854411AA,RING Tone,,,,,,,,discontinued,,,/parts/mopar-guide-tone~4854411aa.html
18,6510761AA,BOLT Header Point M9X1.25X31.83,,,,,,,,available,15.25,11.36,/parts/mopar-bolt-header-point~6510761aa.html
19,6509598AA,NUT Hex Flange Lock M22x1.50,,,,,,,,available,11.55,7.98,/parts/mopar-nut-hex-flange-lock~6509598aa.html
,68283256AA,CLIP Disc Brake Pad,,,,,,,,available,86.2,57.94,/parts/mopar-retainer-disc-brake-pad~68283256aa.html
,5290952AA,SENSOR Anti-Lock Brakes,,,,2,1,,,available,81.95,66.66,/parts/mopar-sensor-anti-lock-brakes~5290952aa.html
