ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4763667,ISOLATOR Exhaust Support,,,,,,,,discontinued,,,/parts/mopar-isolator-exhaust-support~4763667.html
2,4763629,SUPPORT Exhaust Isolator,,,,2,1,,,discontinued,,,/parts/mopar-support-exhaust-isolator~4763629.html
3,4709038,ISOLATOR Exhaust,,,,5,1,,,discontinued,,,/parts/mopar-isolator-exhaust~4709038.html
4,4708458,SUPPORT Exhaust Isolator,,,,5,1,,,discontinued,,,/parts/mopar-support-exhaust-isolator~4708458.html
5,6033047,BOLT Shoulder .312-18x2.00,,,,14,1,,,discontinued,,,/parts/mopar-bolt-shoulder~6033047.html
6,5245788,MUFFLER Exhaust,,,,,,,,discontinued,,,/parts/mopar-muffler-exhaust~5245788.html
7,6101445,NUT AND WASHER Hex Nut-Coned Washer M8 x 1.25,,,,2,1,6102440AA,,available,11.3,7.86,/parts/mopar-nut-hex~6101445.html
8,5245034,HANGER Muffler,,,,,,,,unavailable,,,/parts/mopar-hanger-muffler~5245034.html
9,4854303AA,RESONATOR AND PIPE Exhaust,Left,,,,,,,available,269.04,211.42,/parts/mopar-resonator-exhaust~4854303aa.html
10,5245815,INSULATION Thermal Sill Inner,Left,,,,,,,discontinued,,,/parts/mopar-insulatio-thermal-sill-inner~5245815.html
11,6100299,BOLT AND CONED WASHER Hex Head M8x45x17,,,,2,1,,,available,4.95,3.38,/parts/mopar-bolt-hex-head~6100299.html
12,4695220,CLAMP Exhaust,,,,2,,,,discontinued,,,
14,4855441,CONVERTER Catalytic,Left,,,,,,,discontinued,,,/parts/mopar-converter-catalytic~4855441.html
15,4763586,GASKET Exhaust,,,,2,1,,,discontinued,,,/parts/mopar-gasket-exhaust~4763586.html
16,4427610,NUT Hex Flange M8x1.25,,,,4,,,,discontinued,,,
17,4709106,HANGER BAR Muffler,,,,,,,,available,66.68,52.4,/parts/mopar-hanger-muffler~4709106.html
18,6101542,SCREW Hex Head M8-1.25 x 20,,,,2,1,,,discontinued,,,/parts/mopar-screw-hex-head~6101542.html
