ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5043002AA,BOTTLE Pressurized Coolant,,,,,,5043002AB,,available,118,97.23,/parts/mopar-bottle-pressurized-coolant~5043002aa.html
2,4596198,CAP Radiator,,,,,,,,available,37.85,26.45,/parts/mopar-cap-radiator~4596198.html
3,6503698,SCREW AND WASHER Truss Head M6-1.00x30.00,,,,3,1,,,discontinued,,,/parts/mopar-screw-truss-head~6503698.html
4,6503422,CLAMP Supply Hose 26 mm Diameter,,,,2,1,6502017,,available,8.6,5.88,/parts/mopar-clamp-supply-hose~6503422.html
5,6502018,CLAMP Hose M28.9 x 1.60,,,,3,1,,,available,18.35,12.82,/parts/mopar-clamp-hose~6502018.html
6,5037987AC,HOSE Heater Return,,,,,,,,discontinued,,,
7,5264929AB,HOSE Heater Supply,,,,,,,,discontinued,,,
8,5290217AA,CLIP Heater Hose,,,,,,,,available,4.2,3.3,/parts/mopar-clip-heater-hose~5290217aa.html
9,5264931AA,HOSE Coolant Bottle Inlet,,,,,,,,discontinued,,,
10,5290218AA,HOSE Oil Cooler Return,,,,,,,,discontinued,,,
11,5290014AA,COOLER Engine Oil,,,,,,,,discontinued,,,
12,5290001AC,LINE Oil Cooler Outlet,,,,,,5290001AD,,available,701,593.94,/parts/mopar-tube-oil-cooler-outlet~5290001ac.html
13,5290004AC,LINE Oil Cooler Inlet,,,,,,5290004AD,,available,182,143.26,/parts/mopar-tube-oil-cooler-inlet~5290004ac.html
