ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4778147,CYLINDER Deck Lid Lock,,,,,,,,discontinued,,,/parts/mopar-cyl-lock-deck-lid-lock~4778147.html
2,4778117AB,TUMBLER Number 1 Wide,,,,,,,,available,4.8,3.32,/parts/mopar-tumbler-number-1~4778117ab.html
3,4778118AB,TUMBLER Number 2 Wide,,,,,,,,available,5.4,3.73,/parts/mopar-tumbler-number-2~4778118ab.html
4,4778119AB,TUMBLER Number 3 Wide,,,,,,,,available,5.4,3.73,/parts/mopar-tumbler-number-3~4778119ab.html
5,4778120AB,TUMBLER Number 4 Wide,,,,,,,,available,5.4,3.73,/parts/mopar-tumbler-number-4~4778120ab.html
6,4778121,SPRING Lock Cylinder Tumbler,,,,,,,,available,3.45,2.39,/parts/mopar-spring-tumbler~4778121.html
7,4723494,LEVER Deck Lid Lock Cylinder,,,,,,,,available,11.8,8.17,/parts/mopar-lever-deck-lid-lock-cylinder~4723494.html
,5257245,SPRING Deck Lid Return,,,,,,,,available,10.2,4.64,/parts/mopar-spring-deck-lid-return~5257245.html
