ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,JW27M1G,"MEDALLION, Hood (Viper Head)",,,,,,,Green,discontinued,,,
1,JW27M1R,"MEDALLION, Hood (Viper Head)",,,,,,,Red,discontinued,,,/parts/mopar-ornament~jw27m1r.html
1,JW27M2Y,"MEDALLION, Hood (Viper Head)",,,,,,,Yellow,discontinued,,,/parts/mopar-ornament~jw27m2y.html
1,JW27M3X,"MEDALLION, Hood (Viper Head)",,,,,,,Black Semi Gloss,discontinued,,,/parts/mopar-ornament~jw27m3x.html
1,JW27MX3,"MEDALLION, Hood (Viper Head)",,,,,,,Black,unavailable,,,/parts/mopar-ornament~jw27mx3.html
1,PF00S3B,"MEDALLION, Hood (Viper Head)",,,,,,,Blue,discontinued,,,/parts/mopar-ornament-hood~pf00s3b.html
1,PF00T1R,"MEDALLION, Hood (Viper Head)",,,,,,,Red,discontinued,,,/parts/mopar-ornament-hood~pf00t1r.html
2,4708478,"MEDALLION, Deck Lid (Viper Head)",,1992-93,,,,,,discontinued,,,
2,GM69MD5,"MEDALLION, Deck Lid (Viper Head)",,,,,,,"Medium Quartz (NAMEPLATE, (Chrysler) Deck Lid)",available,4.43,3.48,/parts/mopar-decklid-chrysler-namepla~gm69md5.html
2,GM69MGR,"MEDALLION, Deck Lid (Viper Head)",,,,,,,"Emerald Green (NAMEPLATE, (Chrysler) Deck Lid)",discontinued,,,
2,GM69MV5,"MEDALLION, Deck Lid (Viper Head)",,,,,,,"Red (NAMEPLATE, (Chrysler) Deck Lid)Viper Red (NAMEPLATE, (Chrysler) Deck Lid)",available,20.34,15.98,/parts/mopar-nameplate~gm69mv5.html
2,GM69PJE,"MEDALLION, Deck Lid (Viper Head)",,,,,,,"Yellow (NAMEPLATE, (Chrysler) Deck Lid)",discontinued,,,/parts/mopar-nameplate~gm69pje.html
2,GM69SGW,"MEDALLION, Deck Lid (Viper Head)",,,,,,,"Dark Green (NAMEPLATE, (Chrysler) Deck Lid)",discontinued,,,/parts/mopar-decklid-chrysler-namepla~gm69sgw.html
2,GM69SX3,"MEDALLION, Deck Lid (Viper Head)",,,,,,,"Black (NAMEPLATE, (Chrysler) Deck Lid)",discontinued,,,/parts/mopar-nameplate~gm69sx3.html
2,JW40M1G,"MEDALLION, Deck Lid (Viper Head)",,,,,,,Green (1994-96),discontinued,,,
2,JW40M1R,"MEDALLION, Deck Lid (Viper Head)",,,,,,,Red (1994-96),discontinued,,,
2,JW40M2Y,"MEDALLION, Deck Lid (Viper Head)",,,,,,,Yellow (1994-96),discontinued,,,/parts/mopar-ornament~jw40m2y.html
2,JW40M3X,"MEDALLION, Deck Lid (Viper Head)",,,,,,,Black Semi Gloss (1994-96),discontinued,,,/parts/mopar-ornament-viper-head~jw40m3x.html
2,JW40MX3,"MEDALLION, Deck Lid (Viper Head)",,,,,,,Black (1994-96),discontinued,,,
