ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4865727AB,LATCH Front Door,Left,,,,,4865727AC,,available,495,408.34,/parts/mopar-latch-front-door~4865727ab.html
2,6501373,SCREW AND WASHER Hex Head M6x1x20,,,,6,1,,,available,9,6.23,/parts/mopar-screw-hex-head~6501373.html
3,4643066,STRIKER Door Latch,,,,2,1,,,available,18.1,15.72,/parts/mopar-striker-door-latch~4643066.html
4,4643067,SPACER Door Lock Striker,,,,,,4643067AB,,available,7.7,6.35,/parts/mopar-shim-door-lock-striker~4643067.html
5,6507852AA,SCREW Striker attaching,,,,4,1,,,discontinued,,,/parts/mopar-screw~6507852aa.html
6,5029145AC,HANDLE Front Door Exterior,Left,,,,,,,discontinued,,,/parts/mopar-handle-front-door-exterior~5029145ac.html
7,6101650,SCREW AND WASHER M5X.80X20.00,,,,2,1,,,discontinued,,,/parts/mopar-screw~6101650.html
8,TR32CVRAB,COVER Handle,,,,,,TR32BWAAB,Right [VR],available,87,73.6,/parts/mopar-cover-handle~tr32cvrab.html
8,TR32LRNAB,COVER Handle,,,,,,,Right [RN],available,60.6,52.95,/parts/mopar-cover-handle~tr32lrnab.html
8,TR32MX3AB,COVER Handle,,,,,,TR32BWAAB,Right [X3],available,87,73.41,/parts/mopar-cover-handle~tr32mx3ab.html
8,TR32VA9AB,COVER Handle,,,,,,TR32BWAAB,Right [A9],available,87,73.6,/parts/mopar-cover-handle~tr32va9ab.html
8,TR32WYRAB,COVER Handle,,,,,,TR32BWAAB,Right [YR],available,87,73.6,/parts/mopar-cover-handle~tr32wyrab.html
8,TR33BWAAB,COVER Handle,,,,,,,Left [WA],available,87,73.6,/parts/mopar-cover-handle~tr33bwaab.html
8,TR33CVRAB,COVER Handle,,,,,,TR33WS2AB,Left [VR],available,79.85,65.65,/parts/mopar-cover-handle~tr33cvrab.html
8,TR33LRNAB,COVER Handle,,,,,,TR33WS2AB,Left [RN],available,79.85,65.65,/parts/mopar-cover-handle~tr33lrnab.html
8,TR33MX3AB,COVER Handle,,,,,,TR33WS2AB,Left [X3],available,79.85,65.65,/parts/mopar-cover-handle~tr33mx3ab.html
8,TR33VA9AB,COVER Handle,,,,,,TR33WS2AB,Left [A9],available,79.85,65.65,/parts/mopar-cover-handle~tr33va9ab.html
8,TR33WYRAB,COVER Handle,,,,,,TR33WS2AB,Left [YR],available,79.85,65.65,/parts/mopar-cover-handle~tr33wyrab.html
,34202688,CLIP Latch&Line Inside Door Handle Cable to Door inner,,,,2,1,,,discontinued,,,/parts/mopar-clip-latch-line~34202688.html
,5073039AA,STRAP Tie Latch release cable to Door Beam,,,,2,1,4641780,,available,0.45,0.29,/parts/mopar-tiestrap-tie~5073039aa.html
