ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,53013096AB,CANISTER Vapor,,,,,,,,available,345,228.58,/parts/mopar-canister-vapor~53013096ab.html
2,4891543AB,PUMP Leak Detection,,,,,,,,available,464,381.26,/parts/mopar-pump-leak-detection~4891543ab.html
3,5085164AA,FILTER Leak Detection Pump,,,,,,,,available,10.4,7.22,/parts/mopar-filter-leak-detection-pump~5085164aa.html
4,5181473AA,TUBE Control Valve to Canister,,,,,,5181473AB,,available,45.2,31.57,/parts/mopar-tube-control-valve-to-canister~5181473aa.html
5,5290141AA,BRACKET Leak Detection Pump,,,,,,,,available,215,181.61,/parts/mopar-bracket-leak-detection-pump~5290141aa.html
6,4669177,GROMMET,,,,2,1,,,available,9.7,6.7,/parts/mopar-grommet~4669177.html
7,5290115AA,BOLT Leak Detection Pump Bracket Mtg.,,,,,,,,available,0.6,0.41,/parts/mopar-bolt-leak-detection-pump-bracket~5290115aa.html
