ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,5037344AA,THERMOSTAT 185 Degrees,,"2013-2017, 2008-2010, 2003-2006","COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,558,380.76,5.4 x 5.4 x 3.2 inches,0.80 Pounds,/parts/mopar-thrmostat~5037344aa.html
2,5037173AA,GASKET Thermostat,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,39.7,27.61,5.3 x 5.1 x 0.3 inches,0.40 Pounds,/parts/mopar-gasket-thermostat~5037173aa.html
3,5037174AD,HOUSING Thermostat,,"2013-2015, 2008-2010, 2004-2006","COMP. Coupe, SRT, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,5045558AA,,,available,582,381.7,10.6 x 6.5 x 6.6 inches,3.20 Pounds,/parts/mopar-housing-thermostat~5037174ad.html
5,5264985AA,HOSE Radiator Inlet,,2003-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,,,,available,59.35,50.27,19.2 x 10.0 x 4.3 inches,1.80 Pounds,/parts/mopar-hose-radiator-inlet~5264985aa.html
6,52006750,CLAMP Radiator,,"2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",2,1,55111033AA,,,available,9.1,6.35,2.9 x 2.2 x 0.6 inches,0.50 Pounds,/parts/mopar-clamp-radiator~52006750.html
7,6101308,NUT U M6x1.00,,"2013-2014, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT GTS, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,,,available,6.2,4.19,1.2 x 0.8 x 0.7 inches,0.40 Pounds,/parts/mopar-nut-u~6101308.html
8,5264986AB,HOSE Radiator Outlet,,"2008-2009, 2004-2006","COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,5264986AF,,,available,197,131.63,18.5 x 6.9 x 4.8 inches,1.80 Pounds,/parts/mopar-hose-radiator-outlet~5264986ab.html
9,5264994AC,RADIATOR Engine Cooling,,"2008-2010, 2004-2006","ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,discontinued,,,36.1 x 20.1 x 7.6 inches,9.90 Pounds,/parts/mopar-radiator-engine-cooling~5264994ac.html
13,4809071,ISOLATOR Radiator Lower,,"2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",2,1,4809071AB,,,available,9.9,8.91,1.7 x 1.7 x 1.0 inches,0.40 Pounds,/parts/mopar-isolator-radiator~4809071.html
14,52027827,ISOLATOR Radiator Upper,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,,,available,18.7,13.05,1.2 x 1.3 x 1.3 inches,0.50 Pounds,/parts/mopar-isolator-radiator~52027827.html
