ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4763269AB,GLASS Front Door,Left,,,,,,,discontinued,,,/parts/mopar-glass-door~4763269ab.html
2,4848471AB,GLASS Door,Left,,,,,,,discontinued,,,/parts/mopar-glass-door~4848471ab.html
4,6501373,SCREW AND WASHER Hex Head M6x1x20,,,,6,1,,,available,9,6.23,/parts/mopar-screw-hex-head~6501373.html
5,4763279,CHANNEL Front Door Glass,Left,,29,,,,,discontinued,,,/parts/mopar-channel-front-door-glass~4763279.html
5,4848460,CHANNEL Front Door Glass,Right,,27,,,,,discontinued,,,/parts/mopar-channel-front-door-glass~4848460.html
5,4848461,CHANNEL Front Door Glass,Left,,27,,,,,discontinued,,,/parts/mopar-channel-front-door-glass~4848461.html
6,6504199,SCREW Hex Flange Head M6x1x12,,,,4,1,,,available,6.35,2.33,/parts/mopar-screw-hex-flange-head~6504199.html
7,6502843,NUT AND WASHER Hex Nut-Coned Washer M6 x 1.00,,,,2,1,,,available,7.8,5.3,/parts/mopar-nut-hex-nut-coned-washer~6502843.html
8,4763285AB,CHANNEL Door Glass,Left,,,,,,,available,85,51.68,/parts/mopar-channel-door-glass~4763285ab.html
9,6501373,SCREW AND WASHER Hex Head M6x1x20,,,,6,1,,,available,9,6.23,/parts/mopar-screw-hex-head~6501373.html
10,6500284,NUT Hex M6x1.00,,,,2,,,,discontinued,,,
11,4658734,STABILIZER Door Glass Belt,,,,2,1,,,discontinued,,,/parts/mopar-stable-door-glass-belt~4658734.html
12,4763283,REGULATOR Front Door Window,Left,,,,,,,discontinued,,,/parts/mopar-regulator-front-door-window~4763283.html
,4763280,UPSTOP Front Door Window Glass,,,,2,1,,,discontinued,,,/parts/mopar-upstop-front-door-window-glass~4763280.html
