ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5290044AB,HOSE AND TUBE ASSEMBLY Brake Right Front,,,,,,5290044AC,,available,65.55,43.12,/parts/mopar-tube-brake~5290044ab.html
3,6505727AA,BOLT AND CONED WASHER Hex Head M8X1.25X25.00,,,,2,1,6505622AA,,available,5.5,3.73,/parts/mopar-screw-hex-head~6505727aa.html
4,6502136,BOLT Hex Flange Head M10x1.50x55,,,,4,1,,,available,14.25,9.96,/parts/mopar-bolt-hex-flange-head~6502136.html
5,6502114,GASKET Brake Hose To Caliper,,,,8,1,,,available,9.2,6.68,/parts/mopar-gasket-brake-hose-to-caliper~6502114.html
6,6510161AA,BOLT Banjo,,,,4,1,,,available,5.45,3.79,/parts/mopar-bolt-banjo~6510161aa.html
7,5181742AC,TUBE Brake,,,,,,5181742AE,,available,138,91.8,/parts/mopar-line-brake~5181742ac.html
8,6508720AA,CLIP Brake Tube,,,,3,1,,,discontinued,,,/parts/mopar-clip-brake-tube~6508720aa.html
9,6034355,SCREW Hex Flange Head .25-14x.875,,,,,,,,available,5.85,4.02,/parts/mopar-screw-hex-flange-head~6034355.html
11,68155833AB,HYDRAULIC CONTROL UNIT Anti-Lock Brake System,,,,,,,,available,575,491.34,/parts/mopar-modulator-anti-lock-brake-system~68155833ab.html
12,68155834AB,MODULE Anti-Lock Brake System,,,,,,,,discontinued,,,
15,5181742AC,TUBE Brake,,,,,,5181742AE,,available,138,91.8,/parts/mopar-line-brake~5181742ac.html
16,5181736AC,TUBE Brake,,,,,,5181736AD,,available,36,30.29,/parts/mopar-line-brake~5181736ac.html
17,5181743AC,TUBE Brake,,,,,,5181743AD,,available,124,97.63,/parts/mopar-line-brake~5181743ac.html
18,5181855AB,TUBE Brake,,,,,,5181855AD,,available,559,381.9,/parts/mopar-line-brake~5181855ab.html
19,5181856AB,TUBE Brake,,,,,,5181856AD,,available,559,381.9,/parts/mopar-line-brake~5181856ab.html
20,68155835AA,ISOLATOR Anti Lock Brake Unit,,,,,,68225331AA,,available,43.35,30.23,/parts/mopar-grommet-anti-lock-brake-unit~68155835aa.html
21,4683449AC,CLIP Tube 2 Way,,,,5,1,,,available,1.35,0.93,/parts/mopar-clip-tube~4683449ac.html
22,5290952AA,SENSOR Anti-Lock Brakes,,,,2,1,,Front,available,81.95,66.66,/parts/mopar-sensor-anti-lock-brakes~5290952aa.html
23,5085043AA,CLIP Fuel Bundle,,,,6,1,,,available,12.75,8.84,/parts/mopar-clip-fuel-bundle~5085043aa.html
,68155836AA,BRACKET Hydraulic Control Unit,,,,,,,,discontinued,,,
,5290043AB,HOSE AND TUBE ASSEMBLY Brake Left Front,,,,,,5290043AC,,available,64,42.08,/parts/mopar-tube-brake~5290043ab.html
,6101695,NUT Hex Flange Lock M8X1.25,,,,3,1,,,available,5.05,3.44,/parts/mopar-nut-hex-flange-lock~6101695.html
