ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,QS021X9AG,PANEL Door Trim Front,,,,,,,"Right Black,  Includes Interior Door Handle",discontinued,,,
1,QS031UCAG,PANEL Door Trim Front,,,,,,,"Left Cogac, Includes Interior Door Handle",discontinued,,,
1,QS031X9AG,PANEL Door Trim Front,,,,,,,"Left Black,  Includes Interior Door Handle",discontinued,,,
2,EK03PX9,BEZEL Remote Control,,,,,,,Left Black,discontinued,,,/parts/mopar-bezel-remote-control~ek03px9.html
3,6031869,NUT Push .19,,,,3,1,,,discontinued,,,/parts/mopar-grommet-push~6031869.html
4,6032723,SCREW Self Tapping M4.2x1.69x19.05,,,,4,1,,,available,9.15,6.35,/parts/mopar-screw-self-tapping~6032723.html
6,ME69JX8AB,MOLDING B Pillar,,,,,,,Left Black,discontinued,,,/parts/mopar-cover-b-pillar~me69jx8ab.html
6,QB92JX8,MOLDING B Pillar,,,,,,,Right Black,available,296.03,232.63,/parts/mopar-cover-b-pillar~qb92jx8.html
6,QB93JX8,MOLDING B Pillar,,,,,,,Left Black,discontinued,,,/parts/mopar-cover-b-pillar~qb93jx8.html
7,55176291,BUMPER Steel Insert,,,,4,1,,,available,17,12.84,/parts/mopar-bumper-steel-insert~55176291.html
8,6101973,SCREW Pan Head M5X0.80X8.00,,,,6,1,,,discontinued,,,/parts/mopar-screw-pan-head~6101973.html
10,4658887,PUSH PIN Front Door Glass Run With Weatherstrip,,,,,,,,available,7.15,4.95,/parts/mopar-retainer~4658887.html
11,4763796AD,WATERSHIELD Front Door,Right,,,,,,,discontinued,,,/parts/mopar-shield-front-door~4763796ad.html
,6503709,PIN Door Panel,,,,,,,,available,3.65,2.5,/parts/mopar-pin-door-panel~6503709.html
